director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama Fantasy Horror Thriller,the wolf,Anthony Hopkins Simon Merrells Art Malik Joe Johnston Drama Fantasy Horror Thriller
David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Action Adventure Drama Romance,the legend of tar,Christoph Waltz Alexander Skarsgård Casper Crump David Yates Action Adventure Drama Romance
Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Adventure Animation Comedy Family,bee mo,Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner Adventure Animation Comedy Family
Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action Adventure Animation Comedy Family,kung fu pand,Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson Action Adventure Animation Comedy Family
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,the last airben,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action Adventure Family Fantasy
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,mission: impossible ,Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams Action Adventure Thriller
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,white house d,Channing Tatum Jake Weber Matt Craven Roland Emmerich Action Drama Thriller
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,mars needs m,Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells Action Adventure Animation Comedy Family Sci-Fi
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,flushed a,Hugh Jackman Kate Winslet David Suchet David Bowers Adventure Animation Comedy Family
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy,,Hugh Jackman Cara Delevingne Nonso Anozie Joe Wright Adventure Family Fantasy
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sher,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure Animation Comedy Family Sci-Fi
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,t,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,madagascar 3: europe's most wan,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure Animation Comedy Family
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another ,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller
Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Action Comedy Fantasy Sci-Fi,ghostbust,Ed Begley Jr. Kate McKinnon Zach Woods Paul Feig Action Comedy Fantasy Sci-Fi
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armaged,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beow,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu pand,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost proto,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardi,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and j,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samu,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,exodus: gods and ki,Christian Bale María Valverde Ben Mendelsohn Ridley Scott Action Adventure Drama
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star t,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your drago,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of eg,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stea,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watch,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapo,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,h,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliat,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Action Adventure Comedy Thriller,sah,Matthew McConaughey Rainn Wilson Delroy Lindo Breck Eisner Action Adventure Comedy Thriller
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits wit,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first aven,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not eno,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the wo,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - par,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy fee,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible h,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice         ,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the ,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the reven,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,tu,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,ra,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagas,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultima,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu pa,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching f,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - par,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,h,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the wor,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in bo,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,s,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,n,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tin,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azka,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,austra,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after ea,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinos,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the t,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megam,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's st,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurge,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pe,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: par,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - par,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci c,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,ri,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-me,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast f,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shad,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,clash of the tit,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier Action Adventure Fantasy
Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,total rec,Ronny Cox Rachel Ticotin Marshall Bell Paul Verhoeven Action Sci-Fi
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warr,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne leg,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & ro,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christ,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomor,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect st,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver sur,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost ri,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bou,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throt,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometh,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart littl,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elys,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of ridd,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,robo,Gary Oldman Abbie Cornish Jennifer Ehle José Padilha Action Crime Sci-Fi Thriller
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed ra,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you k,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and ,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,obliv,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the s,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clo,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, i",Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolver,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom men,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
